1.5968e-106,CHRD
1.93206e-106,PLCB1
2.67873e-106,STXBP6
3.36209e-106,EPHB6
4.14391e-106,TBR1
5.05462e-106,GPR26
6.22763e-106,SLC26A4
1.66815e-105,PEX5L
3.34895e-105,F12
5.24569e-105,CLCNKB
5.6485e-105,KCNA4
5.70109e-105,CPNE7
6.36104e-105,GABRA3
7.4354e-105,HTR4
7.44695e-105,C3orf80
8.1959e-105,CDH13
9.04808e-105,ELFN2
1.10916e-104,STX1A
1.31104e-104,PPFIBP1
1.38741e-104,DPF3
1.51179e-104,GPRC5C
1.53428e-104,FAM19A1
1.74067e-104,TMEM150C
1.8154e-104,AKAP5
2.19674e-104,RPRML
2.88473e-104,RHBG
3.33797e-104,ADCY2
3.66862e-104,SCN3B
4.78285e-104,RBP4
6.41793e-104,SYT5
6.51235e-104,DRD2
1.13441e-103,BAIAP3
1.18893e-103,RORB
2.72522e-103,CHGB
3.45894e-103,CAMKV
4.85443e-103,RNF152
6.13357e-103,LOC100129291
6.30925e-103,KCNJ4
6.8604e-103,LOC150622
1.05082e-102,HS3ST2
1.10227e-102,EMX1
1.2614e-102,PPP2R2B
1.58649e-102,CRYM
2.48787e-102,EXPH5
2.83967e-102,DAO
2.98889e-102,PCDH8
3.65319e-102,KRT17
5.73899e-102,POPDC3
1.3396e-101,RGS14
1.88199e-101,QPCT
1.88199e-101,FAM49A
2.23754e-101,ANKS1B
2.28108e-101,CRH
3.61108e-101,SLC26A5
3.63201e-101,DLGAP2
4.50368e-101,TEX29
5.49255e-101,PKIB
9.48682e-101,EPB41
9.61901e-101,ACTN2
1.21462e-100,ADRA1D
2.32332e-100,KCND2
3.00618e-100,IRX2
3.61477e-100,KCNG3
3.69883e-100,CAMKK2
4.312e-100,TMTC1
5.30594e-100,LPPR4
5.82119e-100,CAMK1G
1.88947e-99,VSNL1
1.89736e-99,GPR123
2.01879e-99,GRM4
2.07419e-99,MLIP
4.2721e-99,CDH22
4.46098e-99,LRRTM4
7.40749e-99,DLGAP1
9.32347e-99,PVRL3
1.16688e-98,SLC22A31
1.49384e-98,NRN1
1.55026e-98,RAB27B
1.72945e-98,FMN1
2.1905e-98,BARHL1
2.96381e-98,NUDT14
2.97395e-98,CDH9
7.15737e-98,PCDH11Y
7.56066e-98,SYT1
1.15139e-97,TRIM36
1.85037e-97,BAIAP2
2.15247e-97,CAMK4
2.96654e-97,RXFP1
3.11281e-97,CACNG3
4.02352e-97,MBP
4.17064e-97,LOC729683
9.96441e-97,TOMM34
1.34985e-96,HRH1
1.59813e-96,CCDC88B
1.92933e-96,BAI2
2.11902e-96,MICAL2
2.2111e-96,FAM5B
2.29234e-96,GABRD
2.55823e-96,C11orf87
2.6254e-96,RSAD2
3.57426e-96,KCNAB2
4.20234e-96,ZFHX3
4.60263e-96,GABBR2
5.71844e-96,KCNJ3
6.23372e-96,ITPR1
6.68724e-96,TNNT2
9.84532e-96,RCAN3
1.03355e-95,TFAP2B
1.07186e-95,WNT10B
1.23583e-95,ALCAM
1.43182e-95,HS3ST5
2.25924e-95,LHX1
2.65688e-95,PCSK1
3.58041e-95,CABP1
4.2946e-95,PP12613
4.95647e-95,TTC9B
6.64271e-95,SORCS1
6.96605e-95,DOC2A
6.98809e-95,TESC
7.75637e-95,CSGALNACT1
8.14759e-95,PCDH10
8.1779e-95,LINC00340
8.66967e-95,HSPH1
9.03346e-95,OSBPL3
1.1614e-94,SLC26A4-AS1
1.20261e-94,FLJ42875
1.44983e-94,LRRC4C
1.5596e-94,APOC1
1.64531e-94,FHL2
1.64531e-94,FLRT2
1.70175e-94,GRIA3
2.27556e-94,RIMBP2
2.35877e-94,IRX5
2.41966e-94,C17orf96
2.75419e-94,RNF122
2.85706e-94,PCDH11X
2.91037e-94,HPSE2
3.22273e-94,GSTT2
3.46213e-94,BTG1
4.30705e-94,RASAL1
4.59069e-94,BCL11B
5.14751e-94,CERKL
5.3919e-94,GRIN2A
6.4704e-94,CHRNA3
7.38972e-94,SH2D5
7.98642e-94,CAP2
8.73433e-94,DRD1
9.1754e-94,LOC646627
9.87886e-94,ETV1
9.87886e-94,ZNF831
1.14185e-93,LOC541471
1.14274e-93,SLC35F1
1.19524e-93,CHL1
1.36927e-93,PRSS3
1.55237e-93,SOGA2
1.70604e-93,PTPRT
1.94514e-93,OPN3
2.09347e-93,CHD5
2.3346e-93,DLX6-AS1
2.83256e-93,KIAA1239
2.90596e-93,CHGA
3.97775e-93,KCNQ3
4.99512e-93,OSBPL1A
6.93816e-93,PTPRR
7.19e-93,KCNC1
8.24035e-93,SYNDIG1L
1.19863e-92,UNCX
1.26762e-92,SERPINF1
1.43363e-92,MKL2
1.48578e-92,FAM25A
1.67558e-92,RHOBTB1
1.70697e-92,MYBPHL
1.92708e-92,C2CD4C
4.64957e-92,CDH8
5.99573e-92,CAMK1D
6.86592e-92,HTR1F
6.86592e-92,MAN2B2
8.81953e-92,TMEM132B
9.10606e-92,DDN
1.10442e-91,STYK1
1.2744e-91,CADPS
1.36606e-91,ATP4A
1.60311e-91,IL1RAP
1.73061e-91,RASGRF2
1.74604e-91,RESP18
2.32021e-91,SHISA9
2.97158e-91,KCNJ16
3.26149e-91,GRIN2B
3.95412e-91,OTX2
4.62555e-91,LUZP2
4.8713e-91,GPRIN2
5.28617e-91,PCDH20
5.44798e-91,SLC39A4
5.71989e-91,CUX2
6.22206e-91,CA12
1.18358e-90,CTXN1
1.65795e-90,ARC
1.69996e-90,TNFRSF25
1.81893e-90,INF2
1.83275e-90,AHNAK2
2.07227e-90,CPLX3
2.52095e-90,FAM211A
2.86277e-90,GABRA4
3.35631e-90,SLITRK1
4.21421e-90,ZNF663
4.43241e-90,HERC6
4.45301e-90,IRX3
4.65974e-90,MAL2
4.80172e-90,LRFN5
4.96524e-90,LPPR3
5.37214e-90,GABRA2
7.74287e-90,MDGA1
1.01005e-89,COL13A1
1.21666e-89,SLIT2
1.34441e-89,TMEM233
1.36776e-89,FSTL5
1.38803e-89,TAC3
1.4104e-89,GABRA1
1.47808e-89,RBFOX1
1.49907e-89,SPINK6
2.90717e-89,RBFOX3
3.16062e-89,CDKL5
3.23761e-89,TIAM2
4.02509e-89,GRIA2
4.22046e-89,ADAMTS18
5.00502e-89,SEMA5B
5.26888e-89,SH3KBP1
5.86887e-89,TMC2
7.72639e-89,SPA17
9.1642e-89,VIP
9.20998e-89,NECAB2
9.23971e-89,LIMD2
9.3532e-89,DCX
1.29968e-88,ABCC12
1.30146e-88,TSHZ3
1.76728e-88,NLK
2.46223e-88,STAT4
2.54107e-88,MGAT5B
2.60598e-88,CYP26A1
3.05225e-88,GRID2
3.33432e-88,LOC150568
4.12023e-88,ADM
4.41579e-88,SCN2A
4.42732e-88,LAMB3
4.68974e-88,SLC32A1
5.82873e-88,FABP3
6.02885e-88,FBXO32
7.95588e-88,ADAM11
8.34534e-88,KIAA1522
8.95717e-88,BSN
1.12158e-87,LMO4
1.16544e-87,PARM1
1.37145e-87,EGFL7
1.64385e-87,DEGS2
1.83461e-87,TCF7L2
1.8384e-87,SPON2
1.8932e-87,TBC1D26
1.90855e-87,SIPA1L2
2.14372e-87,TAC1
2.14372e-87,ASAP1
2.33093e-87,RGS16
2.7965e-87,RTN4R
2.87088e-87,GNAL
2.89448e-87,LPPR5
3.05344e-87,SNAP25
3.2369e-87,ANK1
3.32234e-87,NRG3
4.272e-87,PVALB
4.69796e-87,SOWAHA
4.85079e-87,GCOM1
5.34791e-87,SNX10
6.58091e-87,SIX3
6.76268e-87,DPF1
7.70305e-87,EGR4
8.38948e-87,ABRACL
9.50875e-87,CLEC4G
1.02079e-86,MMD
1.13532e-86,SYNPO
1.18565e-86,C5orf38
1.30155e-86,PPM1E
1.30587e-86,GRM3
1.31556e-86,GNG7
1.38549e-86,NOXO1
1.45424e-86,KCNIP3
1.48755e-86,CADPS2
1.83746e-86,LNX1
1.89426e-86,CDKL1
1.99637e-86,KCTD17
2.1074e-86,DIRAS3
2.40354e-86,MAB21L1
2.49003e-86,CTNNA2
2.61242e-86,TLE2
3.6075e-86,AGAP2
3.79264e-86,LOC84856
4.00915e-86,CALB2
4.81128e-86,SYT17
5.23557e-86,RTN4RL1
7.02237e-86,NPTX2
7.02237e-86,CLSTN2
7.3092e-86,MAP2
1.02786e-85,RASL11B
1.22539e-85,PLCB4
1.31754e-85,NCAN
1.57505e-85,FBXW7
1.83052e-85,EPHX4
2.0734e-85,KCNJ12
2.07805e-85,FKBP5
2.39253e-85,CSRNP3
2.45958e-85,ANO5
2.62969e-85,DUSP6
2.6923e-85,ELAVL4
3.497e-85,LOC284033
3.55878e-85,KIAA1462
3.81231e-85,ALK
3.91377e-85,NPY
4.53806e-85,ITGA4
4.59947e-85,KRT14
4.8397e-85,TPD52L1
5.64009e-85,KCNB1
6.97113e-85,ALS2
8.54508e-85,RASD2
8.56407e-85,NEFM
1.17349e-84,NELL2
1.21472e-84,NEFL
1.31465e-84,SRRM4
1.33318e-84,MFSD12
1.33755e-84,ENOX1
1.37201e-84,HSPB8
1.43379e-84,C1QL3
1.48824e-84,KRT31
1.51063e-84,ACLY
1.51359e-84,PTPN3
1.54969e-84,SCG2
1.55368e-84,CDH23
1.56815e-84,CCDC39
1.67178e-84,PHACTR2
1.88469e-84,RHOQ
1.96723e-84,JAKMIP1
2.08423e-84,ERICH1-AS1
2.08832e-84,PDP1
2.17989e-84,LOC100287347
2.29048e-84,VWC2L
2.35426e-84,DIRAS2
2.74587e-84,PHYHIP
3.22521e-84,NELL1
3.45023e-84,RFPL1-AS1
4.68035e-84,DLX1
5.24202e-84,ASB2
6.8293e-84,RIN1
6.89987e-84,PTCHD1
7.77485e-84,THY1
8.34872e-84,EPHA10
8.61024e-84,RIMBP3
9.08402e-84,SNN
9.29253e-84,SYT6
1.06162e-83,LPHN2
1.0951e-83,PKD2L1
1.38319e-83,ARPP21
1.55119e-83,LRTM2
1.61392e-83,FXYD6
1.82088e-83,C14orf162
1.82396e-83,TYRP1
1.86271e-83,LMO7
1.86947e-83,HTR3B
2.40001e-83,NEURL1B
2.58009e-83,HOMER1
2.7184e-83,BTN2A2
2.91416e-83,MAGEL2
3.27353e-83,TTC39A
3.3644e-83,MAMDC4
3.98995e-83,ANGPTL7
4.14842e-83,CNTNAP2
4.52723e-83,CNIH3
4.5528e-83,SGK223
5.00206e-83,GABRB1
5.13178e-83,RNF133
5.14865e-83,FZD7
5.31322e-83,SLC26A10
5.67064e-83,ANKRD42
5.88891e-83,SYTL1
6.18638e-83,CRLF1
6.67762e-83,PNMA2
7.07801e-83,UNC13A
7.77978e-83,ABR
8.55758e-83,GALNT5
8.95194e-83,BAIAP2L2
9.23049e-83,KCNH4
1.06882e-82,OXR1
1.21958e-82,MEIS3
1.22994e-82,SLC22A18
1.3222e-82,CCDC3
1.33298e-82,AGRN
1.36623e-82,FAR2
1.41095e-82,HOPX
1.64956e-82,CACNA1G
1.6684e-82,KCNS2
1.79699e-82,KCNS3
1.83645e-82,EYA1
1.84259e-82,SV2C
2.0614e-82,CMPK2
2.2073e-82,PCP4
2.31147e-82,PAXIP1
2.36752e-82,LINC00152
2.79963e-82,PPP3CA
3.21834e-82,KCNH5
3.44161e-82,NKAIN1
3.61907e-82,SHC3
4.19019e-82,KCTD1
4.57877e-82,MYH7
4.95691e-82,RGS7BP
5.06968e-82,GLP2R
5.14578e-82,NTNG1
6.10252e-82,LINC00473
6.44462e-82,STAC2
6.53433e-82,PLXDC2
6.66093e-82,NEK10
7.05303e-82,POLB
7.1305e-82,GAS2
7.4572e-82,STAR
7.6664e-82,VSTM2L
8.51387e-82,SEPT5
8.66392e-82,FAM196A
8.8178e-82,SHROOM3
9.42715e-82,C1orf194
9.77168e-82,SPHKAP
1.03282e-81,ARPP19
1.07486e-81,TPBG
1.08403e-81,FLT3
1.08403e-81,HS3ST1
1.08403e-81,RFTN1
1.10602e-81,HTR1A
1.3303e-81,CTSC
1.39168e-81,OMG
1.60565e-81,PRL
1.74413e-81,MEIS1
2.03666e-81,PBX3
2.05967e-81,KCNK2
2.256e-81,GLT8D2
2.32878e-81,NREP
2.94527e-81,PDE8B
2.94572e-81,DACH2
2.9811e-81,SHD
3.61997e-81,AJAP1
4.69641e-81,KMO
5.06487e-81,LOC100127998
5.08805e-81,CDH4
5.1766e-81,DGCR9
5.18353e-81,GABRB2
5.29261e-81,KIAA1024
5.2985e-81,SLITRK4
5.67238e-81,CHML
6.11256e-81,PTPN7
6.84541e-81,FLRT3
7.36022e-81,KANK4
8.81744e-81,PRSS1
8.85306e-81,INHBB
9.21374e-81,CACNG6
9.21902e-81,KCTD4
9.51552e-81,MEGF11
1.05669e-80,AGMAT
1.12336e-80,TRIM54
1.3494e-80,ARX
1.60082e-80,CHST8
1.65186e-80,HRASLS
1.65745e-80,EBF1
1.65892e-80,INA
1.81031e-80,SNX32
2.18633e-80,B3GAT1
2.25746e-80,DGKB
2.43822e-80,SHISA6
2.46913e-80,HS6ST3
2.70756e-80,DENND3
2.98422e-80,PXDN
3.01828e-80,NR2E1
3.11396e-80,ADAMTS16
3.21454e-80,STK33
3.50448e-80,FOXA2
3.62915e-80,GRIK1
3.71233e-80,ANXA8
3.9383e-80,CALN1
4.05659e-80,LINGO2
4.28291e-80,HOXB5
4.29999e-80,KCNAB1
4.83472e-80,ODZ2
5.60378e-80,RIIAD1
6.04325e-80,CAMK2N1
6.09881e-80,ADAD2
6.3952e-80,NKD2
6.67309e-80,CX3CL1
7.19418e-80,SLITRK6
7.23724e-80,IGSF21
7.23724e-80,RSPO2
7.41851e-80,SNCB
7.80315e-80,WNT3
7.96526e-80,C18orf42
8.5863e-80,DACT1
8.59409e-80,DIAPH2
1.01474e-79,PCP4L1
1.48829e-79,BHLHE22
1.67948e-79,RGS7
2.00146e-79,EFNB3
2.17699e-79,RASGRP1
2.2319e-79,BCAT1
2.27084e-79,RIMS2
2.27084e-79,RSPO4
2.33888e-79,LOC100287987
2.35931e-79,RCAN2
2.4173e-79,ZNF385D
2.89162e-79,CDH7
2.89162e-79,B3GALT2
2.97167e-79,KCNB2
3.12764e-79,CCDC85A
3.46544e-79,LAMP5
4.66072e-79,TMEM229A
4.81041e-79,PARP8
5.77187e-79,MME
5.78716e-79,CACNA2D3
5.91671e-79,KCNA1
5.93826e-79,EMX2OS
6.01798e-79,KLK7
6.08391e-79,CECR6
6.09641e-79,ADCY1
6.09948e-79,SSX2IP
6.44355e-79,RAB37
6.53788e-79,PDYN
6.81421e-79,PRRG3
8.62177e-79,AKAP13
9.54437e-79,TMEM196
9.93984e-79,PCLO
9.96705e-79,LOC100290023
1.19745e-78,PALM2
1.26827e-78,TMEM132D
1.32772e-78,VAT1
1.38888e-78,HIST1H1A
1.44693e-78,RSPO3
1.50014e-78,SOHLH1
1.83225e-78,HPCA
1.88013e-78,SFTPC
1.98906e-78,LOC440084
2.1243e-78,GALNT9
2.46598e-78,PGM2L1
3.25907e-78,DOK7
3.40128e-78,SFRP1
3.90286e-78,CBLN1
4.32554e-78,CARTPT
4.38021e-78,RHEBL1
4.62827e-78,SNCG
4.78542e-78,NOV
4.89573e-78,CDH10
5.07096e-78,LRRC8C
5.07641e-78,GPM6A
6.10481e-78,VANGL1
6.32354e-78,KRT16P2
6.99595e-78,NTSR2
7.15611e-78,BEND5
7.52915e-78,MIR7-3HG
8.0596e-78,CXorf57
1.00567e-77,CD52
1.10021e-77,CRNDE
1.32153e-77,PIRT
1.36942e-77,SSTR1
1.45147e-77,HBQ1
1.55967e-77,MFNG
1.58634e-77,PRKCE
1.79629e-77,WDR1
1.84529e-77,OXTR
1.84601e-77,KCNMB4
1.9412e-77,ZFHX4
2.04845e-77,HOXB3
2.20116e-77,ZFPM2
2.35432e-77,MARC2
2.52702e-77,SUSD2
2.67654e-77,PPFIA2
2.75048e-77,KIAA1217
3.40865e-77,ISG15
3.63222e-77,MAFB
3.73035e-77,ZIC5
3.90026e-77,GPR88
3.96509e-77,PDZK1
4.0067e-77,DNM1
4.68761e-77,PHLDA2
4.91519e-77,RASAL2
5.29448e-77,SLC5A7
5.4293e-77,SORT1
5.8512e-77,INADL
5.8512e-77,TSTD1
6.15866e-77,SPARC
6.1733e-77,VSIG8
6.32955e-77,FRMPD2
6.44676e-77,PRSS3P2
6.52433e-77,EDIL3
6.79214e-77,LRCH1
7.63067e-77,CLPSL2
7.99506e-77,PSRC1
8.35136e-77,FRMPD4
8.7122e-77,RHOBTB2
9.89148e-77,CPT1A
9.91162e-77,RELN
9.94122e-77,SCN7A
1.02401e-76,YJEFN3
1.15715e-76,RPH3A
1.22802e-76,TOX
1.26806e-76,IL16
1.27783e-76,RASGEF1B
1.32347e-76,TYRO3
1.53765e-76,ASPHD2
1.64861e-76,DEFB1
1.73196e-76,MUM1L1
1.79783e-76,KRT222
1.89027e-76,SLC8A2
2.13803e-76,LARGE
2.17246e-76,TSPAN18
2.18624e-76,FAP
2.19539e-76,SPRN
2.42833e-76,NUAK1
2.44902e-76,AFF2
2.62786e-76,CSMD1
2.66888e-76,VAMP1
2.80329e-76,CKMT1B
2.90765e-76,MAST1
2.94287e-76,DRD5
2.98532e-76,MX1
3.24411e-76,BEAN1
3.50999e-76,CPLX1
3.74091e-76,DIRAS1
3.81294e-76,DNAJC5G
3.84684e-76,GFRA1
3.91302e-76,ZDHHC23
4.38173e-76,KCNMA1
4.71657e-76,COL5A2
5.40939e-76,ZNF503
5.45035e-76,TOP1MT
6.17855e-76,PDE10A
6.6509e-76,PPP1R17
6.99074e-76,RAPGEF4
7.5396e-76,PAX3
7.81032e-76,FGF9
8.74381e-76,PRICKLE2
8.93084e-76,CRABP1
8.99511e-76,INPP5A
9.1803e-76,LRRC6
9.37708e-76,GAD2
9.50682e-76,SULT4A1
9.86848e-76,KIAA1456
1.09071e-75,ARHGAP32
1.09286e-75,SATB1
1.15126e-75,NUDT4P1
1.1938e-75,KCNN1
1.2748e-75,CNTD2
1.30047e-75,ERC2
1.50959e-75,SYNPR
1.59763e-75,MPP3
1.64887e-75,MET
1.79865e-75,ADRA2C
1.81119e-75,CNTN6
1.87592e-75,RIMS1
2.10098e-75,TMEM130
2.10274e-75,TRIM7
2.11429e-75,SV2B
2.15716e-75,NPM2
2.30004e-75,CRTAC1
2.33768e-75,EBF3
2.3784e-75,GRM7
2.46599e-75,C11orf41
2.5849e-75,PRSS2
2.80314e-75,GFRA2
2.8878e-75,SPARCL1
3.14754e-75,PLAC2
3.17241e-75,STAC
3.21072e-75,KCNT2
3.83952e-75,WBSCR17
3.85062e-75,TMEM145
4.17411e-75,KHDRBS3
4.31763e-75,CA11
4.43178e-75,PART1
4.47028e-75,CPLX2
5.14463e-75,MIAT
5.62606e-75,SOX5
5.92114e-75,EIF5A2
5.96224e-75,PLK5
6.26909e-75,CNR1
6.29451e-75,ATP6V1B2
6.46203e-75,HTR2C
6.95161e-75,RGS2
8.26737e-75,CCNA1
8.2904e-75,CPNE9
9.99564e-75,GRASP
1.06532e-74,ELAVL2
1.10508e-74,CCNJL
1.22894e-74,SLC35D3
1.32276e-74,PLXNA4
1.38837e-74,CNKSR2
1.42219e-74,MAOB
1.44991e-74,PRKCG
1.45074e-74,SYTL2
1.45217e-74,C9orf24
1.71e-74,ANXA11
1.80648e-74,EPN3
2.02993e-74,CRYGD
2.06822e-74,SYT16
2.44759e-74,HPCAL4
2.46908e-74,KCNC3
2.57484e-74,SEL1L3
2.71459e-74,CTXN3
2.76144e-74,ACTN1
2.77313e-74,CHST15
2.85678e-74,SLC14A1
2.98875e-74,BAI1
3.10861e-74,SRGAP2
3.21248e-74,USP45
3.37282e-74,RNF43
3.40059e-74,LRRC55
3.55976e-74,BASP1
3.90256e-74,TMEM91
4.23077e-74,STXBP5L
4.38271e-74,TUBB3
4.49745e-74,VAX2
4.59316e-74,PPP4R4
4.68841e-74,GNG2
4.71018e-74,MAP1B
5.27669e-74,SUSD4
6.02398e-74,NEGR1
6.16081e-74,TOX2
6.51482e-74,MRVI1
7.03776e-74,MSRA
7.39321e-74,MCTP1
7.64383e-74,KIRREL2
7.65884e-74,FGFR1
8.89171e-74,RGS8
8.93336e-74,RERG
9.26592e-74,HEBP2
9.33815e-74,NPTXR
9.38862e-74,MYOZ3
9.57329e-74,CACNB3
1.09006e-73,ATP2B2
1.11046e-73,CHSY3
1.13707e-73,TRPM3
1.13948e-73,GUCY1A2
1.20699e-73,COBLL1
1.21289e-73,CITED1
1.22167e-73,ELMOD1
1.22484e-73,PGAM2
1.52136e-73,LAMB1
1.5614e-73,LOC285501
1.56694e-73,USP43
1.58022e-73,SSTR2
1.60477e-73,LRRC10B
1.68532e-73,PTPN14
1.84076e-73,MCHR2
1.84239e-73,GLRA3
2.01062e-73,CPNE6
2.12063e-73,PDE6B
2.16177e-73,ADAMTS19
2.25637e-73,CNPY1
2.27806e-73,PPP1R1B
2.38602e-73,SOGA1
2.40012e-73,GPR6
2.62485e-73,CELSR2
2.76863e-73,UNC5A
3.05179e-73,CAMK1
3.16934e-73,CYP26B1
3.21907e-73,PAK7
3.25266e-73,B9D1
3.38889e-73,AKT1S1
3.48958e-73,ISOC1
3.59183e-73,DCLK1
3.77061e-73,OPALIN
3.82688e-73,ZNF385B
4.01552e-73,MLF1
4.0489e-73,FAM189A1
4.08469e-73,COL19A1
4.53106e-73,CDH12
4.68446e-73,FNDC5
4.74948e-73,DAPK1
4.98937e-73,NTRK1
5.3538e-73,TNFAIP8L1
5.41506e-73,ABCC9
6.17982e-73,S100A1
6.20297e-73,ACSBG1
6.29522e-73,PDE1B
6.41233e-73,BACE2
6.56904e-73,NEFH
6.67423e-73,RBMS1
6.82519e-73,ALDH1A1
7.48955e-73,ADCYAP1
7.97772e-73,PPEF1
8.12261e-73,GPR22
8.51929e-73,UCHL1
8.57253e-73,CA10
8.58145e-73,EPB41L2
9.25549e-73,RAB40B
1.01978e-72,NTN4
1.02347e-72,STMN2
1.09701e-72,MAP1LC3A
1.09999e-72,NRXN3
1.15399e-72,GAS7
1.19578e-72,CREB3L2
1.24735e-72,CIDEA
1.25583e-72,SCN8A
1.28331e-72,HECW1
1.3224e-72,KCNJ2
1.32306e-72,SLC18A2
1.43047e-72,KIAA1598
1.48044e-72,TMSB10
1.49501e-72,TC2N
1.51988e-72,KRT33A
1.70661e-72,NIPA1
1.71456e-72,ADRA1B
1.73906e-72,SLITRK2
1.86691e-72,MEST
1.97257e-72,FABP7
2.03158e-72,GAS6
2.03479e-72,HTR7
2.07633e-72,SORCS3
2.40682e-72,HCN4
2.49858e-72,CALB1
2.87829e-72,SYN1
2.8975e-72,CAMK2B
2.96512e-72,GABRB3
3.16889e-72,FAM153B
3.17596e-72,GRIK2
3.25903e-72,C10orf105
3.60998e-72,ATCAY
3.62342e-72,TMEM200A
3.98167e-72,HTR5A
4.10784e-72,SH3RF1
4.29218e-72,SMAD3
4.45551e-72,SLC35F3
4.82386e-72,C20orf26
5.13836e-72,FDX1L
5.61093e-72,ST8SIA5
5.61247e-72,LOC729983
6.1406e-72,COL9A3
6.57861e-72,PHF11
6.5787e-72,CA4
6.5999e-72,CYP2J2
6.71947e-72,EPHA5
7.01153e-72,KIT
7.28442e-72,UTRN
7.49231e-72,GALNT14
7.71752e-72,GALNT7
8.0171e-72,HRH2
9.41507e-72,ADAM22
1.11179e-71,WNT6
1.12259e-71,LOC151009
1.12287e-71,EML1
1.12853e-71,RAB3C
1.22917e-71,LOC643037
1.25179e-71,DARC
1.25987e-71,RGS20
1.31397e-71,ATP6V1G2
1.34785e-71,COL11A1
1.37755e-71,TMEM159
1.45804e-71,LOC439949
1.50279e-71,RAB36
1.6205e-71,CDK14
1.81467e-71,MCF2
1.84519e-71,CACNA1B
1.99074e-71,TCERG1L
2.00193e-71,ZIC3
2.01274e-71,FAM213A
2.14028e-71,E2F3
2.22912e-71,C4orf45
2.27307e-71,STK10
2.48091e-71,GRIN3A
2.51453e-71,LOC100131342
2.59018e-71,PRICKLE1
2.88096e-71,TMEM61
3.01031e-71,NPC2
3.073e-71,OR7E156P
3.21673e-71,MYT1
3.5776e-71,LEF1
3.60563e-71,ZBTB20
3.76003e-71,ACHE
4.19321e-71,GNG10
4.25806e-71,DDA1
4.38918e-71,MFSD4
4.40285e-71,PDZRN3
4.42241e-71,SCG3
4.56224e-71,ABLIM1
4.57957e-71,NAALAD2
5.05259e-71,PDE7B
5.17063e-71,PABPC1L2B
5.83802e-71,KIAA1644
6.06634e-71,NANOS3
6.07043e-71,TSPAN13
6.12523e-71,ST8SIA3
6.16354e-71,R3HDM1
7.20646e-71,CDHR1
