Gene ID,Symbol,Name
150,ADRA2A,adrenoceptor alpha 2A
151,ADRA2B,adrenoceptor alpha 2B
152,ADRA2C,adrenoceptor alpha 2C
153,ADRB1,adrenoceptor beta 1
80024,SLC8B1,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1"
154,ADRB2,"adrenoceptor beta 2, surface"
6299,SALL1,spalt-like transcription factor 1
57502,NLGN4X,"neuroligin 4, X-linked"
160,AP2A1,"adaptor-related protein complex 2, alpha 1 subunit"
161,AP2A2,"adaptor-related protein complex 2, alpha 2 subunit"
163,AP2B1,"adaptor-related protein complex 2, beta 1 subunit"
6310,ATXN1,ataxin 1
10411,RAPGEF3,Rap guanine nucleotide exchange factor (GEF) 3
6324,SCN1B,"sodium channel, voltage gated, type I beta subunit"
183,AGT,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
6327,SCN2B,"sodium channel, voltage gated, type II beta subunit"
186,AGTR2,"angiotensin II receptor, type 2"
4283,CXCL9,chemokine (C-X-C motif) ligand 9
6331,SCN5A,"sodium channel, voltage gated, type V alpha subunit"
4287,ATXN3,ataxin 3
2243,FGA,fibrinogen alpha chain
2244,FGB,fibrinogen beta chain
2246,FGF1,fibroblast growth factor 1 (acidic)
2247,FGF2,fibroblast growth factor 2 (basic)
4295,MLN,motilin
51399,TRAPPC4,trafficking protein particle complex 4
2248,FGF3,fibroblast growth factor 3
2249,FGF4,fibroblast growth factor 4
2250,FGF5,fibroblast growth factor 5
2251,FGF6,fibroblast growth factor 6
6347,CCL2,chemokine (C-C motif) ligand 2
2252,FGF7,fibroblast growth factor 7
6348,CCL3,chemokine (C-C motif) ligand 3
2253,FGF8,fibroblast growth factor 8 (androgen-induced)
57549,IGSF9,"immunoglobulin superfamily, member 9"
4301,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"
2254,FGF9,fibroblast growth factor 9
8398,PLA2G6,"phospholipase A2, group VI (cytosolic, calcium-independent)"
6351,CCL4,chemokine (C-C motif) ligand 4
2255,FGF10,fibroblast growth factor 10
2256,FGF11,fibroblast growth factor 11
6352,CCL5,chemokine (C-C motif) ligand 5
114897,C1QTNF1,C1q and tumor necrosis factor related protein 1
2257,FGF12,fibroblast growth factor 12
2258,FGF13,fibroblast growth factor 13
6354,CCL7,chemokine (C-C motif) ligand 7
114899,C1QTNF3,C1q and tumor necrosis factor related protein 3
2259,FGF14,fibroblast growth factor 14
6355,CCL8,chemokine (C-C motif) ligand 8
57555,NLGN2,neuroligin 2
2260,FGFR1,fibroblast growth factor receptor 1
6357,CCL13,chemokine (C-C motif) ligand 13
2261,FGFR3,fibroblast growth factor receptor 3
6359,CCL15,chemokine (C-C motif) ligand 15
2263,FGFR2,fibroblast growth factor receptor 2
2264,FGFR4,fibroblast growth factor receptor 4
6360,CCL16,chemokine (C-C motif) ligand 16
55512,SMPD3,"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)"
217,ALDH2,aldehyde dehydrogenase 2 family (mitochondrial)
6361,CCL17,chemokine (C-C motif) ligand 17
6362,CCL18,chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
10458,BAIAP2,BAI1-associated protein 2
2266,FGG,fibrinogen gamma chain
8411,EEA1,early endosome antigen 1
6364,CCL20,chemokine (C-C motif) ligand 20
10461,MERTK,"MER proto-oncogene, tyrosine kinase"
4318,MMP9,matrix metallopeptidase 9
6366,CCL21,chemokine (C-C motif) ligand 21
223,ALDH9A1,"aldehyde dehydrogenase 9 family, member A1"
6367,CCL22,chemokine (C-C motif) ligand 22
6368,CCL23,chemokine (C-C motif) ligand 23
8416,ANXA9,annexin A9
6369,CCL24,chemokine (C-C motif) ligand 24
8417,STX7,syntaxin 7
6372,CXCL6,chemokine (C-X-C motif) ligand 6
6373,CXCL11,chemokine (C-X-C motif) ligand 11
6374,CXCL5,chemokine (C-X-C motif) ligand 5
6375,XCL1,chemokine (C motif) ligand 1
6376,CX3CL1,chemokine (C-X3-C motif) ligand 1
2281,FKBP1B,"FK506 binding protein 1B, 12.6 kDa"
8425,LTBP4,latent transforming growth factor beta binding protein 4
8431,NR0B2,"nuclear receptor subfamily 0, group B, member 2"
6386,SDCBP,syndecan binding protein (syntenin)
200959,GABRR3,"gamma-aminobutyric acid (GABA) A receptor, rho 3 (gene/pseudogene)"
2300,FOXL1,forkhead box L1
8447,DOC2B,"double C2-like domains, beta"
8448,DOC2A,"double C2-like domains, alpha"
10497,UNC13B,unc-13 homolog B (C. elegans)
4359,MPZ,myelin protein zero
10505,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"
268,AMH,anti-Mullerian hormone
196883,ADCY4,adenylate cyclase 4
273,AMPH,amphiphysin
6422,SFRP1,secreted frizzled-related protein 1
6423,SFRP2,secreted frizzled-related protein 2
287,ANK2,"ankyrin 2, neuronal"
84254,CAMKK1,"calcium/calmodulin-dependent protein kinase kinase 1, alpha"
55584,CHRNA9,"cholinergic receptor, nicotinic, alpha 9 (neuronal)"
55585,UBE2Q1,ubiquitin-conjugating enzyme E2Q family member 1
2339,FNTA,"farnesyltransferase, CAAX box, alpha"
291,SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4"
292,SLC25A5,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"
8484,GALR3,galanin receptor 3
293,SLC25A6,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"
28972,SPCS1,signal peptidase complex subunit 1 homolog (S. cerevisiae)
301,ANXA1,annexin A1
6447,SCG5,secretogranin V
254263,CNIH2,cornichon family AMPA receptor auxiliary protein 2
6453,ITSN1,intersectin 1 (SH3 domain protein)
203062,TSNARE1,t-SNARE domain containing 1
8502,PKP4,plakophilin 4
22839,DLGAP4,"discs, large (Drosophila) homolog-associated protein 4"
6456,SH3GL2,SH3-domain GRB2-like 2
22841,RAB11FIP2,RAB11 family interacting protein 2 (class I)
57657,HCN3,hyperpolarization activated cyclic nucleotide gated potassium channel 3
320,APBA1,"amyloid beta (A4) precursor protein-binding, family A, member 1"
321,APBA2,"amyloid beta (A4) precursor protein-binding, family A, member 2"
22849,CPEB3,cytoplasmic polyadenylation element binding protein 3
8514,KCNAB2,"potassium channel, voltage gated subfamily A regulatory beta subunit 2"
10563,CXCL13,chemokine (C-X-C motif) ligand 13
28996,HIPK2,homeodomain interacting protein kinase 2
6469,SHH,sonic hedgehog
22859,ADGRL1,adhesion G protein-coupled receptor L1
332,BIRC5,baculoviral IAP repeat containing 5
84300,UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2
57679,ALS2,amyotrophic lateral sclerosis 2 (juvenile)
55636,CHD7,chromodomain helicase DNA binding protein 7
55638,SYBU,syntabulin (syntaxin-interacting)
22871,NLGN1,neuroligin 1
8536,CAMK1,calcium/calmodulin-dependent protein kinase I
348,APOE,apolipoprotein E
8541,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
351,APP,amyloid beta (A4) precursor protein
6495,SIX1,SIX homeobox 1
6496,SIX3,SIX homeobox 3
8546,AP3B1,"adaptor-related protein complex 3, beta 1 subunit"
22883,CLSTN1,calsyntenin 1
51555,PEX5L,peroxisomal biogenesis factor 5-like
356,FASLG,"Fas ligand (TNF superfamily, member 6)"
358,AQP1,aquaporin 1 (Colton blood group)
6505,SLC1A1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
26985,AP3M1,"adaptor-related protein complex 3, mu 1 subunit"
6506,SLC1A2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
57706,DENND1A,DENN/MADD domain containing 1A
6507,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3"
282991,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2"
6509,SLC1A4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
367,AR,androgen receptor
6511,SLC1A6,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6"
6513,SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1"
6514,SLC2A2,"solute carrier family 2 (facilitated glucose transporter), member 2"
10611,PDLIM5,PDZ and LIM domain 5
22899,ARHGEF15,Rho guanine nucleotide exchange factor (GEF) 15
57717,PCDHB16,protocadherin beta 16
374,AREG,amphiregulin
375,ARF1,ADP-ribosylation factor 1
6529,SLC6A1,"solute carrier family 6 (neurotransmitter transporter), member 1"
6530,SLC6A2,"solute carrier family 6 (neurotransmitter transporter), member 2"
6531,SLC6A3,"solute carrier family 6 (neurotransmitter transporter), member 3"
6532,SLC6A4,"solute carrier family 6 (neurotransmitter transporter), member 4"
27012,KCNV1,"potassium channel, voltage gated modifier subfamily V, member 1"
6538,SLC6A11,"solute carrier family 6 (neurotransmitter transporter), member 11"
6539,SLC6A12,"solute carrier family 6 (neurotransmitter transporter), member 12"
6540,SLC6A13,"solute carrier family 6 (neurotransmitter transporter), member 13"
10636,RGS14,regulator of G-protein signaling 14
27020,NPTN,neuroplastin
406,ARNTL,aryl hydrocarbon receptor nuclear translocator-like
408,ARRB1,"arrestin, beta 1"
8600,TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11"
409,ARRB2,"arrestin, beta 2"
22941,SHANK2,SH3 and multiple ankyrin repeat domains 2
29085,PHPT1,phosphohistidine phosphatase 1
22943,DKK1,dickkopf WNT signaling pathway inhibitor 1
63908,NAPB,"N-ethylmaleimide-sensitive factor attachment protein, beta"
8614,STC2,stanniocalcin 2
6566,SLC16A1,"solute carrier family 16 (monocarboxylate transporter), member 1"
22953,P2RX2,"purinergic receptor P2X, ligand gated ion channel, 2"
6570,SLC18A1,"solute carrier family 18 (vesicular monoamine transporter), member 1"
8618,CADPS,Ca++-dependent secretion activator
6571,SLC18A2,"solute carrier family 18 (vesicular monoamine transporter), member 2"
63915,BLOC1S5,"biogenesis of lysosomal organelles complex-1, subunit 5, muted"
8620,NPFF,neuropeptide FF-amide peptide precursor
6572,SLC18A3,"solute carrier family 18 (vesicular acetylcholine transporter), member 3"
8622,PDE8B,phosphodiesterase 8B
434,ASIP,agouti signaling protein
8626,TP63,tumor protein p63
10675,CSPG5,chondroitin sulfate proteoglycan 5 (neuroglycan C)
6581,SLC22A3,"solute carrier family 22 (organic cation transporter), member 3"
6582,SLC22A2,"solute carrier family 22 (organic cation transporter), member 2"
90550,MCU,mitochondrial calcium uniporter
6585,SLIT1,slit homolog 1 (Drosophila)
2492,FSHR,follicle stimulating hormone receptor
4544,MTNR1B,melatonin receptor 1B
65985,AACS,acetoacetyl-CoA synthetase
346562,GNAT3,"guanine nucleotide binding protein, alpha transducing 3"
80326,WNT10A,"wingless-type MMTV integration site family, member 10A"
22986,SORCS3,sortilin-related VPS10 domain containing receptor 3
80331,DNAJC5,"DnaJ (Hsp40) homolog, subfamily C, member 5"
117195,MRGPRX3,"MAS-related GPR, member X3"
22987,SV2C,synaptic vesicle glycoprotein 2C
6608,SMO,"smoothened, frizzled class receptor"
2516,NR5A1,"nuclear receptor subfamily 5, group A, member 1"
8660,IRS2,insulin receptor substrate 2
27092,CACNG4,"calcium channel, voltage-dependent, gamma subunit 4"
22997,IGSF9B,"immunoglobulin superfamily, member 9B"
66004,LYNX1,Ly6/neurotoxin 1
27094,KCNMB3,potassium channel subfamily M regulatory beta subunit 3
22999,RIMS1,regulating synaptic membrane exocytosis 1
6616,SNAP25,"synaptosomal-associated protein, 25kDa"
57818,G6PC2,"glucose-6-phosphatase, catalytic, 2"
6620,SNCB,"synuclein, beta"
477,ATP1A2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
6622,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)"
6623,SNCG,"synuclein, gamma (breast cancer-specific protein 1)"
84446,BRSK1,BR serine/threonine kinase 1
10724,MGEA5,meningioma expressed antigen 5 (hyaluronidase)
2535,FZD2,frizzled class receptor 2
491,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2"
27115,PDE7B,phosphodiesterase 7B
4593,MUSK,"muscle, skeletal, receptor tyrosine kinase"
23025,UNC13A,unc-13 homolog A (C. elegans)
139760,GPR119,G protein-coupled receptor 119
8694,DGAT1,diacylglycerol O-acyltransferase 1
2550,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1"
55800,SCN3B,"sodium channel, voltage gated, type III beta subunit"
55801,IL26,interleukin 26
2554,GABRA1,"gamma-aminobutyric acid (GABA) A receptor, alpha 1"
2555,GABRA2,"gamma-aminobutyric acid (GABA) A receptor, alpha 2"
2556,GABRA3,"gamma-aminobutyric acid (GABA) A receptor, alpha 3"
2557,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4"
27133,KCNH5,"potassium channel, voltage gated eag related subfamily H, member 5"
2558,GABRA5,"gamma-aminobutyric acid (GABA) A receptor, alpha 5"
10750,GRAP,GRB2-related adaptor protein
2559,GABRA6,"gamma-aminobutyric acid (GABA) A receptor, alpha 6"
2560,GABRB1,"gamma-aminobutyric acid (GABA) A receptor, beta 1"
2561,GABRB2,"gamma-aminobutyric acid (GABA) A receptor, beta 2"
6657,SOX2,SRY (sex determining region Y)-box 2
2562,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3"
51714,SELT,selenoprotein T
2563,GABRD,"gamma-aminobutyric acid (GABA) A receptor, delta"
6659,SOX4,SRY (sex determining region Y)-box 4
10755,GIPC1,"GIPC PDZ domain containing family, member 1"
2565,GABRG1,"gamma-aminobutyric acid (GABA) A receptor, gamma 1"
2566,GABRG2,"gamma-aminobutyric acid (GABA) A receptor, gamma 2"
6662,SOX9,SRY (sex determining region Y)-box 9
2567,GABRG3,"gamma-aminobutyric acid (GABA) A receptor, gamma 3"
387597,ILDR2,immunoglobulin-like domain containing receptor 2
6664,SOX11,SRY (sex determining region Y)-box 11
2569,GABRR1,"gamma-aminobutyric acid (GABA) A receptor, rho 1"
2570,GABRR2,"gamma-aminobutyric acid (GABA) A receptor, rho 2"
2571,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)"
2572,GAD2,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)"
338442,HCAR2,hydroxycarboxylic acid receptor 2
10769,PLK2,polo-like kinase 2
84502,JPH4,junctophilin 4
51738,GHRL,ghrelin/obestatin prepropeptide
2587,GALR1,galanin receptor 1
27165,GLS2,"glutaminase 2 (liver, mitochondrial)"
4644,MYO5A,"myosin VA (heavy chain 12, myoxin)"
4646,MYO6,myosin VI
551,AVP,arginine vasopressin
8743,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10"
10791,VAMP5,vesicle-associated membrane protein 5
8744,TNFSF9,"tumor necrosis factor (ligand) superfamily, member 9"
27185,DISC1,disrupted in schizophrenia 1
51762,RAB8B,"RAB8B, member RAS oncogene family"
27189,IL17C,interleukin 17C
27190,IL17B,interleukin 17B
23095,KIF1B,kinesin family member 1B
6712,SPTBN2,"spectrin, beta, non-erythrocytic 2"
389692,MAFA,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog A
572,BAD,BCL2-associated agonist of cell death
6716,SRD5A2,"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)"
6717,SRI,sorcin
8766,RAB11A,"RAB11A, member RAS oncogene family"
10814,CPLX2,complexin 2
55870,ASH1L,"ash1 (absent, small, or homeotic)-like (Drosophila)"
2623,GATA1,GATA binding protein 1 (globin transcription factor 1)
10815,CPLX1,complexin 1
6720,SREBF1,sterol regulatory element binding transcription factor 1
2625,GATA3,GATA binding protein 3
2626,GATA4,GATA binding protein 4
6722,SRF,serum response factor (c-fos serum response element-binding transcription factor)
10818,FRS2,fibroblast growth factor receptor substrate 2
8775,NAPA,"N-ethylmaleimide-sensitive factor attachment protein, alpha"
4680,CEACAM6,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)
90701,SEC11C,SEC11 homolog C (S. cerevisiae)
590,BCHE,butyrylcholinesterase
2641,GCG,glucagon
2644,GCHFR,GTP cyclohydrolase I feedback regulator
2645,GCK,glucokinase (hexokinase 4)
4693,NDP,Norrie disease (pseudoglioma)
2647,BLOC1S1,"biogenesis of lysosomal organelles complex-1, subunit 1"
8792,TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
55897,MESP1,mesoderm posterior basic helix-loop-helix transcription factor 1
51804,SIX4,SIX homeobox 4
6750,SST,somatostatin
27230,SERP1,stress-associated endoplasmic reticulum protein 1
6751,SSTR1,somatostatin receptor 1
6752,SSTR2,somatostatin receptor 2
6753,SSTR3,somatostatin receptor 3
610,HCN2,hyperpolarization activated cyclic nucleotide gated potassium channel 2
10850,CCL27,chemokine (C-C motif) ligand 27
6754,SSTR4,somatostatin receptor 4
6755,SSTR5,somatostatin receptor 5
2661,GDF9,growth differentiation factor 9
64101,LRRC4,leucine rich repeat containing 4
399968,PATE4,prostate and testis expressed 4
8811,GALR2,galanin receptor 2
2668,GDNF,glial cell derived neurotrophic factor
2670,GFAP,glial fibrillary acidic protein
64111,NPVF,neuropeptide VF precursor
8817,FGF18,fibroblast growth factor 18
6770,STAR,steroidogenic acute regulatory protein
23154,NCDN,neurochondrin
627,BDNF,brain-derived neurotrophic factor
8822,FGF17,fibroblast growth factor 17
8823,FGF16,fibroblast growth factor 16
632,BGLAP,bone gamma-carboxyglutamate (gla) protein
338557,FFAR4,free fatty acid receptor 4
8825,LIN7A,lin-7 homolog A (C. elegans)
10874,NMU,neuromedin U
8826,IQGAP1,IQ motif containing GTPase activating protein 1
6781,STC1,stanniocalcin 1
8829,NRP1,neuropilin 1
4734,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
23166,STAB1,stabilin 1
8831,SYNGAP1,synaptic Ras GTPase activating protein 1
640,BLK,"BLK proto-oncogene, Src family tyrosine kinase"
338567,KCNK18,"potassium channel, two pore domain subfamily K, member 18"
64130,LIN7B,lin-7 homolog B (C. elegans)
2691,GHRH,growth hormone releasing hormone
2692,GHRHR,growth hormone releasing hormone receptor
2693,GHSR,growth hormone secretagogue receptor
8838,WISP3,WNT1 inducible signaling pathway protein 3
2695,GIP,gastric inhibitory polypeptide
8839,WISP2,WNT1 inducible signaling pathway protein 2
2696,GIPR,gastric inhibitory polypeptide receptor
8840,WISP1,WNT1 inducible signaling pathway protein 1
2697,GJA1,"gap junction protein, alpha 1, 43kDa"
650,BMP2,bone morphogenetic protein 2
23178,PASK,PAS domain containing serine/threonine kinase
4747,NEFL,"neurofilament, light polypeptide"
651,BMP3,bone morphogenetic protein 3
652,BMP4,bone morphogenetic protein 4
2700,GJA3,"gap junction protein, alpha 3, 46kDa"
2701,GJA4,"gap junction protein, alpha 4, 37kDa"
654,BMP6,bone morphogenetic protein 6
2702,GJA5,"gap junction protein, alpha 5, 40kDa"
2703,GJA8,"gap junction protein, alpha 8, 50kDa"
2705,GJB1,"gap junction protein, beta 1, 32kDa"
2706,GJB2,"gap junction protein, beta 2, 26kDa"
6804,STX1A,syntaxin 1A (brain)
27286,SRPX2,"sushi-repeat containing protein, X-linked 2"
4760,NEUROD1,neuronal differentiation 1
6809,STX3,syntaxin 3
4761,NEUROD2,neuronal differentiation 2
6810,STX4,syntaxin 4
4763,NF1,neurofibromin 1
84634,KISS1R,KISS1 receptor
6812,STXBP1,syntaxin binding protein 1
6814,STXBP3,syntaxin binding protein 3
8862,APLN,apelin
10911,UTS2,urotensin 2
8864,PER2,period circadian clock 2
673,BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
55970,GNG12,"guanine nucleotide binding protein (G protein), gamma 12"
8867,SYNJ1,synaptojanin 1
4776,NFATC4,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4"
4778,NFE2,"nuclear factor, erythroid 2"
684,BST2,bone marrow stromal cell antigen 2
8877,SPHK1,sphingosine kinase 1
168620,BHLHA15,"basic helix-loop-helix family, member a15"
2735,GLI1,GLI family zinc finger 1
2736,GLI2,GLI family zinc finger 2
6833,ABCC8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"
2740,GLP1R,glucagon-like peptide 1 receptor
2741,GLRA1,"glycine receptor, alpha 1"
695,BTK,Bruton agammaglobulinemia tyrosine kinase
2743,GLRB,"glycine receptor, beta"
2744,GLS,glutaminase
2746,GLUD1,glutamate dehydrogenase 1
6843,VAMP1,vesicle-associated membrane protein 1 (synaptobrevin 1)
6844,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2)
23228,PLCL2,phospholipase C-like 2
23229,ARHGEF9,Cdc42 guanine nucleotide exchange factor (GEF) 9
2752,GLUL,glutamate-ammonia ligase
27330,RPS6KA6,"ribosomal protein S6 kinase, 90kDa, polypeptide 6"
706,TSPO,translocator protein (18kDa)
8898,MTMR2,myotubularin related protein 2
4803,NGF,nerve growth factor (beta polypeptide)
10947,AP3M2,"adaptor-related protein complex 3, mu 2 subunit"
23236,PLCB1,"phospholipase C, beta 1 (phosphoinositide-specific)"
4804,NGFR,nerve growth factor receptor
6853,SYN1,synapsin I
23237,ARC,activity-regulated cytoskeleton-associated protein
6854,SYN2,synapsin II
6855,SYP,synaptophysin
712,C1QA,"complement component 1, q subcomponent, A chain"
6856,SYPL1,synaptophysin-like 1
6857,SYT1,synaptotagmin I
6860,SYT4,synaptotagmin IV
6861,SYT5,synaptotagmin V
6863,TAC1,"tachykinin, precursor 1"
6865,TACR2,tachykinin receptor 2
8913,CACNA1G,"calcium channel, voltage-dependent, T type, alpha 1G subunit"
27345,KCNMB4,potassium channel subfamily M regulatory beta subunit 4
2770,GNAI1,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1"
2771,GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
64211,LHX5,LIM homeobox 5
6869,TACR1,tachykinin receptor 1
2773,GNAI3,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"
2774,GNAL,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type"
6870,TACR3,tachykinin receptor 3
84694,GJA10,"gap junction protein, alpha 10, 62kDa"
4824,NKX3-1,NK3 homeobox 1
4825,NKX6-1,NK6 homeobox 1
4826,NNAT,neuronatin
2778,GNAS,GNAS complex locus
4828,NMB,neuromedin B
4829,NMBR,neuromedin B receptor
2782,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1"
2783,GNB2,"guanine nucleotide binding protein (G protein), beta polypeptide 2"
8927,BSN,bassoon presynaptic cytomatrix protein
2784,GNB3,"guanine nucleotide binding protein (G protein), beta polypeptide 3"
2785,GNG3,"guanine nucleotide binding protein (G protein), gamma 3"
56033,BARX1,BARX homeobox 1
2786,GNG4,"guanine nucleotide binding protein (G protein), gamma 4"
2787,GNG5,"guanine nucleotide binding protein (G protein), gamma 5"
