Gene ID,Symbol,Name
9600,PITPNM1,phosphatidylinositol transfer protein, membrane-associated 1
6529,SLC6A1,solute carrier family 6 (neurotransmitter transporter), member 1
6531,SLC6A3,solute carrier family 6 (neurotransmitter transporter), member 3
54659,UGT1A3,UDP glucuronosyltransferase 1 family, polypeptide A3
6532,SLC6A4,solute carrier family 6 (neurotransmitter transporter), member 4
2694,GIF,gastric intrinsic factor (vitamin B synthesis)
4233,MET,MET proto-oncogene, receptor tyrosine kinase
116369,SLC26A8,solute carrier family 26 (anion exchanger), member 8
7057,THBS1,thrombospondin 1
10641,NPRL2,nitrogen permease regulator-like 2 (S. cerevisiae)
84628,NTNG2,netrin G2
406928,MIR137,microRNA 137
5021,OXTR,oxytocin receptor
9378,NRXN1,neurexin 1
348327,ZNF530,zinc finger protein 530
10659,CELF2,CUGBP, Elav-like family member 2
55717,WDR11,WD repeat domain 11
55206,SBNO1,strawberry notch homolog 1 (Drosophila)
115111,SLC26A7,solute carrier family 26 (anion exchanger), member 7
3240,HP,haptoglobin
2475,MTOR,mechanistic target of rapamycin (serine/threonine kinase)
5291,PIK3CB,phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta
4524,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H)
387509,GPR153,G protein-coupled receptor 153
694,BTG1,B-cell translocation gene 1, anti-proliferative
5816,PVALB,parvalbumin
55737,VPS35,VPS35 retromer complex component
4538,MT-ND4,NADH dehydrogenase, subunit 4 (complex I)
29115,SAP30BP,SAP30 binding protein
23228,PLCL2,phospholipase C-like 2
55741,EDEM2,ER degradation enhancer, mannosidase alpha-like 2
1983,EIF5,eukaryotic translation initiation factor 5
26047,CNTNAP2,contactin associated protein-like 2
80832,APOL4,apolipoprotein L, 4
4035,LRP1,low density lipoprotein receptor-related protein 1
23236,PLCB1,phospholipase C, beta 1 (phosphoinositide-specific)
119749,OR4C46,olfactory receptor, family 4, subfamily C, member 46
3269,HRH1,histamine receptor H1
5062,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2
6854,SYN2,synapsin II
6855,SYP,synaptophysin
84678,KDM2B,lysine (K)-specific demethylase 2B
63944,SCZD10,schizophrenia disorder 10 (periodic catatonia)
404686,SCZD11,Schizophrenia susceptibility locus, chromosome 10q-related
100196913,SCZD14,schizophrenia, susceptibility to, 14
1739,DLG1,discs, large homolog 1 (Drosophila)
6347,CCL2,chemokine (C-C motif) ligand 2
147657,ZNF480,zinc finger protein 480
51150,SDF4,stromal cell derived factor 4
3791,KDR,kinase insert domain receptor
6863,TAC1,tachykinin, precursor 1
207,AKT1,v-akt murine thymoma viral oncogene homolog 1
8400,SCZD6,schizophrenia disorder 6
8401,SCZD7,schizophrenia disorder 7
221393,ADGRF4,adhesion G protein-coupled receptor F4
2260,FGFR1,fibroblast growth factor receptor 1
7124,TNF,tumor necrosis factor
9685,CLINT1,clathrin interactor 1
9947,MAGEC1,melanoma antigen family C1
147929,ZNF565,zinc finger protein 565
387032,ZKSCAN4,zinc finger with KRAB and SCAN domains 4
6365,SCZD3,schizophrenia disorder 3
10718,NRG3,neuregulin 3
3553,IL1B,interleukin 1, beta
23780,APOL2,apolipoprotein L, 2
3559,IL2RA,interleukin 2 receptor, alpha
166378,SPATA5,spermatogenesis associated 5
6377,SCZD1,schizophrenia disorder 1
222698,NKAPL,NFKB activating protein-like
619488,SCZD12,schizophrenia 12
4842,NOS1,nitric oxide synthase 1 (neuronal)
6378,SCZD2,schizophrenia disorder 2
3569,IL6,interleukin 6
3570,IL6R,interleukin 6 receptor
5362,PLXNA2,plexin A2
1268,CNR1,cannabinoid receptor 1 (brain)
5108,PCM1,pericentriolar material 1
7157,TP53,tumor protein p53
5625,PRODH,proline dehydrogenase (oxidase) 1
5371,PML,promyelocytic leukemia
3836,KPNA1,karyopherin alpha 1 (importin alpha 5)
7166,TPH1,tryptophan hydroxylase 1
2559,GABRA6,gamma-aminobutyric acid (GABA) A receptor, alpha 6
