Gene ID,Symbol,Name
6324,SCN1B,"sodium channel, voltage gated, type I beta subunit"
4282,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor)
10427,SEC24B,SEC24 family member B
6334,SCN8A,"sodium channel, voltage gated, type VIII alpha subunit"
51393,TRPV2,"transient receptor potential cation channel, subfamily V, member 2"
2242,FES,"FES proto-oncogene, tyrosine kinase"
51399,TRAPPC4,trafficking protein particle complex 4
2253,FGF8,fibroblast growth factor 8 (androgen-induced)
57549,IGSF9,"immunoglobulin superfamily, member 9"
207,AKT1,v-akt murine thymoma viral oncogene homolog 1
8399,PLA2G10,"phospholipase A2, group X"
2258,FGF13,fibroblast growth factor 13
57554,LRRC7,leucine rich repeat containing 7
2260,FGFR1,fibroblast growth factor receptor 1
4308,TRPM1,"transient receptor potential cation channel, subfamily M, member 1"
57556,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
2261,FGFR3,fibroblast growth factor receptor 3
214,ALCAM,activated leukocyte cell adhesion molecule
2263,FGFR2,fibroblast growth factor receptor 2
8408,ULK1,unc-51 like autophagy activating kinase 1
4313,MMP2,matrix metallopeptidase 2
10458,BAIAP2,BAI1-associated protein 2
84189,SLITRK6,"SLIT and NTRK-like family, member 6"
157922,CAMSAP1,calmodulin regulated spectrin-associated protein 1
6372,CXCL6,chemokine (C-X-C motif) ligand 6
200933,FBXO45,F-box protein 45
10472,ZBTB18,zinc finger and BTB domain containing 18
2281,FKBP1B,"FK506 binding protein 1B, 12.6 kDa"
8428,STK24,serine/threonine kinase 24
57580,PREX1,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1"
238,ALK,anaplastic lymphoma receptor tyrosine kinase
6383,SDC2,syndecan 2
10479,SLC9A6,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6"
2288,FKBP4,"FK506 binding protein 4, 59kDa"
2290,FOXG1,forkhead box G1
6386,SDCBP,syndecan binding protein (syntenin)
6387,CXCL12,chemokine (C-X-C motif) ligand 12
10486,CAP2,"CAP, adenylate cyclase-associated protein, 2 (yeast)"
10487,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast)"
8440,NCK2,NCK adaptor protein 2
2297,FOXD1,forkhead box D1
2298,FOXD4,forkhead box D4
116986,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
10494,STK25,serine/threonine kinase 25
2304,FOXE1,forkhead box E1
2306,FOXD2,forkhead box D2
10500,SEMA6C,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"
6405,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"
55558,PLXNA3,plexin A3
10505,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"
51466,EVL,Enah/Vasp-like
57611,ISLR2,immunoglobulin superfamily containing leucine-rich repeat 2
10507,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
10512,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"
51473,DCDC2,doublecortin domain containing 2
10519,CIB1,calcium and integrin binding 1 (calmyrin)
6424,SFRP4,secreted frizzled-related protein 4
57624,NYAP2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2
22809,ATF5,activating transcription factor 5
57626,KLHL1,kelch-like family member 1
286,ANK1,"ankyrin 1, erythrocytic"
287,ANK2,"ankyrin 2, neuronal"
2335,FN1,fibronectin 1
288,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)"
8482,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"
10533,ATG7,autophagy related 7
90410,IFT20,intraflagellar transport 20
6446,SGK1,serum/glucocorticoid regulated kinase 1
55607,PPP1R9A,"protein phosphatase 1, regulatory subunit 9A"
6456,SH3GL2,SH3-domain GRB2-like 2
80184,CEP290,centrosomal protein 290kDa
8506,CNTNAP1,contactin associated protein 1
8507,ENC1,ectodermal-neural cortex 1 (with BTB domain)
28988,DBNL,drebrin-like
170302,ARX,aristaless related homeobox
6464,SHC1,SHC (Src homology 2 domain containing) transforming protein 1
22849,CPEB3,cytoplasmic polyadenylation element binding protein 3
322,APBB1,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)"
323,APBB2,"amyloid beta (A4) precursor protein-binding, family B, member 2"
8515,ITGA10,"integrin, alpha 10"
324,APC,adenomatous polyposis coli
6469,SHH,sonic hedgehog
22853,LMTK2,lemur tyrosine kinase 2
22854,NTNG1,netrin G1
6474,SHOX2,short stature homeobox 2
8522,GAS7,growth arrest-specific 7
10570,DPYSL4,dihydropyrimidinase-like 4
6477,SIAH1,siah E3 ubiquitin protein ligase 1
6478,SIAH2,siah E3 ubiquitin protein ligase 2
335,APOA1,apolipoprotein A-I
57679,ALS2,amyotrophic lateral sclerosis 2 (juvenile)
22865,SLITRK3,"SLIT and NTRK-like family, member 3"
22871,NLGN1,neuroligin 1
8536,CAMK1,calcium/calmodulin-dependent protein kinase I
57688,ZSWIM6,"zinc finger, SWIM-type containing 6"
57689,LRRC4C,leucine rich repeat containing 4C
347,APOD,apolipoprotein D
2395,FXN,frataxin
348,APOE,apolipoprotein E
351,APP,amyloid beta (A4) precursor protein
6498,SKIL,SKI-like proto-oncogene
57698,KIAA1598,KIAA1598
355,FAS,Fas cell surface death receptor
22885,ABLIM3,"actin binding LIM protein family, member 3"
57704,GBA2,"glucosidase, beta (bile acid) 2"
6507,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3"
282991,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2"
80243,PREX2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
10611,PDLIM5,PDZ and LIM domain 5
374,AREG,amphiregulin
22902,RUFY3,RUN and FYVE domain containing 3
22903,BTBD3,BTB (POZ) domain containing 3
382,ARF6,ADP-ribosylation factor 6
8578,SCARF1,"scavenger receptor class F, member 1"
387,RHOA,ras homolog family member A
57731,SPTBN4,"spectrin, beta, non-erythrocytic 4"
388,RHOB,ras homolog family member B
389,RHOC,ras homolog family member C
391,RHOG,ras homolog family member G
393,ARHGAP4,Rho GTPase activating protein 4
27020,NPTN,neuroplastin
396,ARHGDIA,Rho GDP dissociation inhibitor (GDI) alpha
27022,FOXD3,forkhead box D3
27023,FOXB1,forkhead box B1
92558,CCDC64,coiled-coil domain containing 64
403,ARL3,ADP-ribosylation factor-like 3
4504,MT3,metallothionein 3
55704,CCDC88A,coiled-coil domain containing 88A
440730,TRIM67,tripartite motif containing 67
8609,KLF7,Kruppel-like factor 7 (ubiquitous)
55714,TENM3,teneurin transmembrane protein 3
389549,FEZF1,FEZ family zinc finger 1
63915,BLOC1S5,"biogenesis of lysosomal organelles complex-1, subunit 5, muted"
429,ASCL1,achaete-scute family bHLH transcription factor 1
80303,EFHD1,"EF-hand domain family, member D1"
10675,CSPG5,chondroitin sulfate proteoglycan 5 (neuroglycan C)
63923,TNN,tenascin N
63925,ZNF335,zinc finger protein 335
10677,AVIL,advillin
10678,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
2487,FRZB,frizzled-related protein
27063,ANKRD1,ankyrin repeat domain 1 (cardiac muscle)
6585,SLIT1,slit homolog 1 (Drosophila)
8633,UNC5C,unc-5 homolog C (C. elegans)
6586,SLIT3,slit homolog 3 (Drosophila)
2492,FSHR,follicle stimulating hormone receptor
55740,ENAH,enabled homolog (Drosophila)
65981,CAPRIN2,caprin family member 2
166336,PRICKLE2,prickle homolog 2 (Drosophila)
100133941,CD24,CD24 molecule
8650,NUMB,numb homolog (Drosophila)
55754,TMEM30A,transmembrane protein 30A
6606,SMN1,"survival of motor neuron 1, telomeric"
6607,SMN2,"survival of motor neuron 2, centromeric"
6608,SMO,"smoothened, frizzled class receptor"
27089,UQCRQ,"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"
466,ATF1,activating transcription factor 1
6616,SNAP25,"synaptosomal-associated protein, 25kDa"
474,ATOH1,atonal homolog 1 (Drosophila)
10716,TBR1,"T-box, brain, 1"
84446,BRSK1,BR serine/threonine kinase 1
84448,ABLIM2,"actin binding LIM protein family, member 2"
63973,NEUROG2,neurogenin 2
2534,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
8678,BECN1,"beclin 1, autophagy related"
2535,FZD2,frizzled class receptor 2
491,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2"
23022,PALLD,"palladin, cytoskeletal associated protein"
23026,MYO16,myosin XVI
27124,INPP5J,inositol polyphosphate-5-phosphatase J
6647,SOD1,"superoxide dismutase 1, soluble"
6648,SOD2,"superoxide dismutase 2, mitochondrial"
23032,USP33,ubiquitin specific peptidase 33
55800,SCN3B,"sodium channel, voltage gated, type III beta subunit"
51704,GPRC5B,"G protein-coupled receptor, class C, group 5, member B"
2558,GABRA5,"gamma-aminobutyric acid (GABA) A receptor, alpha 5"
6654,SOS1,son of sevenless homolog 1 (Drosophila)
6655,SOS2,son of sevenless homolog 2 (Drosophila)
6656,SOX1,SRY (sex determining region Y)-box 1
10752,CHL1,cell adhesion molecule L1-like
2561,GABRB2,"gamma-aminobutyric acid (GABA) A receptor, beta 2"
2562,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3"
23043,TNIK,TRAF2 and NCK interacting kinase
2570,GABRR2,"gamma-aminobutyric acid (GABA) A receptor, rho 2"
10769,PLK2,polo-like kinase 2
4627,MYH9,"myosin, heavy chain 9, non-muscle"
4628,MYH10,"myosin, heavy chain 10, non-muscle"
4629,MYH11,"myosin, heavy chain 11, smooth muscle"
538,ATP7A,"ATPase, Cu++ transporting, alpha polypeptide"
51738,GHRL,ghrelin/obestatin prepropeptide
6683,SPAST,spastin
27164,SALL3,spalt-like transcription factor 3
4637,MYL6,"myosin, light chain 6, alkali, smooth muscle and non-muscle"
2596,GAP43,growth associated protein 43
23077,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
4646,MYO6,myosin VI
4647,MYO7A,myosin VIIA
6695,SPOCK1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1"
6696,SPP1,secreted phosphoprotein 1
6697,SPR,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"
4651,MYO10,myosin X
4653,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response"
219699,UNC5B,unc-5 homolog B (C. elegans)
27185,DISC1,disrupted in schizophrenia 1
51761,ATP8A2,"ATPase, aminophospholipid transporter, class I, type 8A, member 2"
6708,SPTA1,"spectrin, alpha, erythrocytic 1"
6709,SPTAN1,"spectrin, alpha, non-erythrocytic 1"
6710,SPTB,"spectrin, beta, erythrocytic"
6711,SPTBN1,"spectrin, beta, non-erythrocytic 1"
6712,SPTBN2,"spectrin, beta, non-erythrocytic 2"
23098,SARM1,sterile alpha and TIR motif containing 1
6714,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
2619,GAS1,growth arrest-specific 1
4669,NAGLU,"N-acetylglucosaminidase, alpha"
8766,RAB11A,"RAB11A, member RAS oncogene family"
575,ADGRB1,adhesion G protein-coupled receptor B1
2624,GATA2,GATA binding protein 2
2625,GATA3,GATA binding protein 3
6722,SRF,serum response factor (c-fos serum response element-binding transcription factor)
23108,RAP1GAP2,RAP1 GTPase activating protein 2
582,BBS1,Bardet-Biedl syndrome 1
23111,SPG20,spastic paraplegia 20 (Troyer syndrome)
64072,CDH23,cadherin-related 23
585,BBS4,Bardet-Biedl syndrome 4
4681,NBL1,"neuroblastoma 1, DAN family BMP antagonist"
23114,NFASC,neurofascin
2636,GBX1,gastrulation brain homeobox 1
4684,NCAM1,neural cell adhesion molecule 1
2637,GBX2,gastrulation brain homeobox 2
4685,NCAM2,neural cell adhesion molecule 2
4690,NCK1,NCK adaptor protein 1
23122,CLASP2,cytoplasmic linker associated protein 2
596,BCL2,B-cell CLL/lymphoma 2
4692,NDN,"necdin, melanoma antigen (MAGE) family member"
2647,BLOC1S1,"biogenesis of lysosomal organelles complex-1, subunit 1"
23129,PLXND1,plexin D1
23136,EPB41L3,erythrocyte membrane protein band 4.1-like 3
2664,GDI1,GDP dissociation inhibitor 1
10857,PGRMC1,progesterone receptor membrane component 1
8811,GALR2,galanin receptor 2
2668,GDNF,glial cell derived neurotrophic factor
2670,GFAP,glial fibrillary acidic protein
2672,GFI1,growth factor independent 1 transcription repressor
2674,GFRA1,GDNF family receptor alpha 1
23154,NCDN,neurochondrin
627,BDNF,brain-derived neurotrophic factor
2676,GFRA3,GDNF family receptor alpha 3
27255,CNTN6,contactin 6
23162,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
8828,NRP2,neuropilin 2
8829,NRP1,neuropilin 1
4734,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
639,PRDM1,"PR domain containing 1, with ZNF domain"
4735,SEPT2,septin 2
8831,SYNGAP1,synaptic Ras GTPase activating protein 1
64131,XYLT1,xylosyltransferase I
4741,NEFM,"neurofilament, medium polypeptide"
84612,PARD6B,par-6 family cell polarity regulator beta
6790,AURKA,aurora kinase A
4744,NEFH,"neurofilament, heavy polypeptide"
6792,CDKL5,cyclin-dependent kinase-like 5
2697,GJA1,"gap junction protein, alpha 1, 43kDa"
6794,STK11,serine/threonine kinase 11
10890,RAB10,"RAB10, member RAS oncogene family"
4747,NEFL,"neurofilament, light polypeptide"
653,BMP5,bone morphogenetic protein 5
8846,ALKBH1,"alkB, alkylation repair homolog 1 (E. coli)"
84623,KIRREL3,kin of IRRE like 3 (Drosophila)
655,BMP7,bone morphogenetic protein 7
6801,STRN,"striatin, calmodulin binding protein"
658,BMPR1B,"bone morphogenetic protein receptor, type IB"
659,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
8851,CDK5R1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
4756,NEO1,neogenin 1
23189,KANK1,KN motif and ankyrin repeat domains 1
84628,NTNG2,netrin G2
4758,NEU1,sialidase 1 (lysosomal sialidase)
84631,SLITRK2,"SLIT and NTRK-like family, member 2"
23191,CYFIP1,cytoplasmic FMR1 interacting protein 1
285331,CCDC66,coiled-coil domain containing 66
4761,NEUROD2,neuronal differentiation 2
6809,STX3,syntaxin 3
27289,RND1,Rho family GTPase 1
667,DST,dystonin
6812,STXBP1,syntaxin binding protein 1
283297,OR10A4,"olfactory receptor, family 10, subfamily A, member 4"
8877,SPHK1,sphingosine kinase 1
4781,NFIB,nuclear factor I/B
2736,GLI2,GLI family zinc finger 2
2737,GLI3,GLI family zinc finger 3
8882,ZPR1,ZPR1 zinc finger
27319,BHLHE22,"basic helix-loop-helix family, member e22"
10938,EHD1,EH-domain containing 1
10939,AFG3L2,AFG3-like AAA ATPase 2
706,TSPO,translocator protein (18kDa)
27330,RPS6KA6,"ribosomal protein S6 kinase, 90kDa, polypeptide 6"
8898,MTMR2,myotubularin related protein 2
4803,NGF,nerve growth factor (beta polypeptide)
4804,NGFR,nerve growth factor receptor
23242,COBL,cordon-bleu WH2 repeat protein
84687,PPP1R9B,"protein phosphatase 1, regulatory subunit 9B"
8911,CACNA1I,"calcium channel, voltage-dependent, T type, alpha 1I subunit"
8912,CACNA1H,"calcium channel, voltage-dependent, T type, alpha 1H subunit"
8913,CACNA1G,"calcium channel, voltage-dependent, T type, alpha 1G subunit"
2775,GNAO1,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"
2776,GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide"
4825,NKX6-1,NK6 homeobox 1
64218,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"
2779,GNAT1,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1"
2780,GNAT2,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2"
64221,ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)"
8925,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
4830,NME1,NME/NM23 nucleoside diphosphate kinase 1
4831,NME2,NME/NM23 nucleoside diphosphate kinase 2
8928,FOXH1,forkhead box H1
8929,PHOX2B,paired-like homeobox 2b
2792,GNGT1,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
137970,UNC5D,unc-5 homolog D (C. elegans)
2801,GOLGA2,golgin A2
4851,NOTCH1,notch 1
4852,NPY,neuropeptide Y
6900,CNTN2,contactin 2 (axonal)
6905,TBCE,tubulin folding cofactor E
23294,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A
6911,TBX6,T-box 6
2817,GPC1,glypican 1
4867,NPHP1,nephronophthisis 1 (juvenile)
773,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
775,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
2823,GPM6A,glycoprotein M6A
23303,KIF13B,kinesin family member 13B
776,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit"
152330,CNTN4,contactin 4
23305,ACSL6,acyl-CoA synthetase long-chain family member 6
778,CACNA1F,"calcium channel, voltage-dependent, L type, alpha 1F subunit"
779,CACNA1S,"calcium channel, voltage-dependent, L type, alpha 1S subunit"
11021,RAB35,"RAB35, member RAS oncogene family"
782,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit"
11023,VAX1,ventral anterior homeobox 1
783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit"
784,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit"
8976,WASL,Wiskott-Aldrich syndrome-like
785,CACNB4,"calcium channel, voltage-dependent, beta 4 subunit"
4884,NPTX1,neuronal pentraxin I
23316,CUX2,cut-like homeobox 2
8986,RPS6KA4,"ribosomal protein S6 kinase, 90kDa, polypeptide 4"
117531,TMC1,transmembrane channel-like 1
4891,SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2"
64283,ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28
64284,RAB17,"RAB17, member RAS oncogene family"
4893,NRAS,neuroblastoma RAS viral (v-ras) oncogene homolog
4897,NRCAM,neuronal cell adhesion molecule
11041,B4GAT1,"beta-1,4-glucuronyltransferase 1"
23332,CLASP1,cytoplasmic linker associated protein 1
4901,NRL,neural retina leucine zipper
8997,KALRN,"kalirin, RhoGEF kinase"
27429,HTRA2,HtrA serine peptidase 2
4902,NRTN,neurturin
23334,SZT2,seizure threshold 2 homolog (mouse)
9001,HAP1,huntingtin-associated protein 1
4908,NTF3,neurotrophin 3
58158,NEUROD4,neuronal differentiation 4
816,CAMK2B,calcium/calmodulin-dependent protein kinase II beta
23345,SYNE1,"spectrin repeat containing, nuclear envelope 1"
348980,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1
4914,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1"
4915,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2"
27443,CECR2,"cat eye syndrome chromosome region, candidate 2"
4916,NTRK3,"neurotrophic tyrosine kinase, receptor, type 3"
4917,NTN3,netrin 3
11069,RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4
832,CAPZB,"capping protein (actin filament) muscle Z-line, beta"
9024,BRSK2,BR serine/threonine kinase 2
4929,NR4A2,"nuclear receptor subfamily 4, group A, member 2"
11075,STMN2,stathmin 2
23363,OBSL1,obscurin-like 1
2885,GRB2,growth factor receptor-bound protein 2
23365,ARHGEF12,Rho guanine nucleotide exchange factor (GEF) 12
2889,RAPGEF1,Rap guanine nucleotide exchange factor (GEF) 1
729920,ISPD,isoprenoid synthase domain containing
9037,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
2895,GRID2,"glutamate receptor, ionotropic, delta 2"
2896,GRN,granulin
6993,DYNLT1,"dynein, light chain, Tctex-type 1"
23380,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2
80725,SRCIN1,SRC kinase signaling inhibitor 1
2902,GRIN1,"glutamate receptor, ionotropic, N-methyl D-aspartate 1"
9048,ARTN,artemin
80728,ARHGAP39,Rho GTPase activating protein 39
2908,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
861,RUNX1,runt-related transcription factor 1
2909,ARHGAP35,Rho GTPase activating protein 35
864,RUNX3,runt-related transcription factor 3
11104,KATNA1,katanin p60 (ATPase containing) subunit A 1
23394,ADNP,activity-dependent neuroprotector homeobox
23396,PIP5K1C,"phosphatidylinositol-4-phosphate 5-kinase, type I, gamma"
4967,OGDH,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
9063,PIAS2,"protein inhibitor of activated STAT, 2"
11113,CIT,citron rho-interacting serine/threonine kinase
7020,TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
23405,DICER1,"dicer 1, ribonuclease type III"
4974,OMG,oligodendrocyte myelin glycoprotein
4976,OPA1,optic atrophy 1 (autosomal dominant)
7025,NR2F1,"nuclear receptor subfamily 2, group F, member 1"
4978,OPCML,opioid binding protein/cell adhesion molecule-like
2932,GSK3B,glycogen synthase kinase 3 beta
885,CCK,cholecystokinin
23413,NCS1,neuronal calcium sensor 1
886,CCKAR,cholecystokinin A receptor
4983,OPHN1,oligophrenin 1
11127,KIF3A,kinesin family member 3A
23418,CRB1,"crumbs family member 1, photoreceptor morphogenesis associated"
494470,RNF165,ring finger protein 165
7042,TGFB2,"transforming growth factor, beta 2"
11141,IL1RAPL1,interleukin 1 receptor accessory protein-like 1
7054,TH,tyrosine hydroxylase
7060,THBS4,thrombospondin 4
5015,OTX2,orthodenticle homeobox 2
7070,THY1,Thy-1 cell surface antigen
84894,LINGO1,leucine rich repeat and Ig domain containing 1
7074,TIAM1,T-cell lymphoma invasion and metastasis 1
5029,P2RY2,"purinergic receptor P2Y, G-protein coupled, 2"
7080,NKX2-1,NK2 homeobox 1
220074,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing
11178,LZTS1,"leucine zipper, putative tumor suppressor 1"
9138,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1
9139,CBFA2T2,"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
7094,TLN1,talin 1
80823,BHLHB9,"basic helix-loop-helix domain containing, class B, 9"
5048,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
9148,NEURL1,neuralized E3 ubiquitin protein ligase 1
127933,UHMK1,U2AF homology motif (UHM) kinase 1
7101,NR2E1,"nuclear receptor subfamily 2, group E, member 1"
960,CD44,CD44 molecule (Indian blood group)
54209,TREM2,triggering receptor expressed on myeloid cells 2
5058,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1
